codmun7,idh,habitantes,uf,cidade
2601706,0.629,76439,PE,Belo Jardim
3133303,0.629,21062,MG,Itaobim
4125100,0.629,15120,PR,São João do Triunfo
2408300,0.629,37343,RN,Nova Cruz
3154150,0.629,7154,MG,Reduto
2104552,0.629,18296,MA,Governador Edison Lobão
2101251,0.629,17055,MA,Bacabeira
2310258,0.634,32744,CE,Paraipaba
2310308,0.57,31521,CE,Parambu
3100401,0.63,3994,MG,Acaiaca
4103958,0.63,3887,PR,Campina do Simão
3159407,0.63,3425,MG,Santa Rita de Ibitipoca
2903003,0.63,13865,BA,Barra do Mendes
3144904,0.63,3600,MG,Nova Módica
2200608,0.63,6788,PI,Angical do Piauí
5104906,0.63,8409,MT,Jangada
2204808,0.63,9811,PI,Ipiranga do Piauí
4121257,0.63,4451,PR,Ramilândia
5203575,0.63,4405,GO,Bonópolis
2706703,0.63,63683,AL,Penedo
3161650,0.63,4012,MG,São Geraldo do Baixio
2105427,0.63,26000,MA,Itinga do Maranhão
2310407,0.583,12226,CE,Paramoti
3121506,0.631,2901,MG,Desterro do Melo
2913309,0.631,6206,BA,Ichu
2930774,0.631,23191,BA,Sobradinho
3170578,0.631,6480,MG,Vargem Alegre
3140902,0.631,18908,MG,Matipó
4311130,0.631,3503,RS,Jari
3167707,0.631,5553,MG,Sobrália
4320677,0.631,10172,RS,Sinimbu
3112059,0.631,4525,MG,Cantagalo
2211209,0.631,21558,PI,Uruçuí
2806107,0.631,10855,SE,Rosário do Catete
5204656,0.631,3640,GO,Campinaçu
3166006,0.631,5786,MG,Senhora de Oliveira
2409902,0.631,15129,RN,Pendências
1714880,0.631,11819,TO,Nova Olinda
4315404,0.631,11549,RS,Redentora
1712504,0.631,5175,TO,Marianópolis do Tocantins
1702208,0.631,35761,TO,Araguatins
2918902,0.632,3955,BA,Lajedão
3201803,0.632,4304,ES,Divino de São Lourenço
1304005,0.632,9171,AM,Silves
3164803,0.632,1506,MG,São Sebastião do Rio Preto
4115739,0.632,3272,PR,Mato Rico
2910206,0.632,4058,BA,Dom Macedo Costa
3120003,0.632,2771,MG,Córrego Novo
3153103,0.632,5369,MG,Presidente Bernardes
3171071,0.632,5720,MG,Veredinha
2201804,0.632,4500,PI,Bocaina
3167608,0.632,19633,MG,Simonésia
2927101,0.632,9331,BA,Rodelas
5005608,0.632,28013,MS,Miranda
3154457,0.632,8136,MG,Riachinho
2605202,0.632,68875,PE,Escada
2109601,0.632,42740,MA,Rosário
1507003,0.632,31482,PA,Santo Antônio do Tauá
3136520,0.632,4501,MG,José Gonçalves de Minas
2911204,0.632,32403,BA,Gandu
2310506,0.603,43258,CE,Pedra Branca
2310605,0.646,9077,CE,Penaforte
3160108,0.633,3911,MG,Santo Antônio do Grama
2607752,0.633,26651,PE,Itapissuma
4317004,0.633,8098,RS,Santana da Boa Vista
3170503,0.633,10358,MG,Urucânia
3110103,0.633,5496,MG,Caiana
3168408,0.633,14326,MG,Tarumirim
2100501,0.633,11190,MA,Alto Parnaíba
3141801,0.633,31484,MG,Minas Novas
2903904,0.633,69148,BA,Bom Jesus da Lapa
2108504,0.633,32941,MA,Pindaré-Mirim
3166956,0.633,4781,MG,Serranópolis de Minas
5001243,0.633,12149,MS,Aral Moreira
2310704,0.629,37751,CE,Pentecoste
2310803,0.601,16307,CE,Pereiro
2310852,0.636,20567,CE,Pindoretama
3117504,0.634,17842,MG,Conceição do Mato Dentro
5214051,0.634,4887,GO,Mundo Novo
3113107,0.634,3183,MG,Caranaíba
3132800,0.634,2081,MG,Itambé do Mato Dentro
3123858,0.634,5370,MG,Entre Folhas
2512101,0.634,32801,PB,Pombal
2615904,0.634,8202,PE,Tuparetama
5219456,0.634,3343,GO,Santa Rita do Novo Destino
2915304,0.634,6869,BA,Itagimirim
2606408,0.634,84074,PE,Gravatá
2207009,0.634,37029,PI,Oeiras
5222302,0.634,5821,GO,Vila Propício
2930501,0.634,80861,BA,Serrinha
1100502,0.634,8538,RO,Novo Horizonte do Oeste
2908200,0.634,22581,BA,Conceição da Feira
3137304,0.634,4102,MG,Lagoa dos Patos
3152303,0.634,11279,MG,Porto Firme
5214903,0.634,3264,GO,Nova Roma
3170651,0.634,5007,MG,Vargem Grande do Rio Pardo
3162252,0.634,4915,MG,São João da Lagoa
1720903,0.634,16683,TO,Taguatinga
3132701,0.634,23211,MG,Itambacuri
2102804,0.634,24322,MA,Carolina
1718881,0.634,3434,TO,Santa Maria do Tocantins
4309159,0.634,4325,RS,Gramado Xavier
2310902,0.6,16959,CE,Piquet Carneiro
2411056,0.635,4106,RN,Tibau
3145703,0.635,2133,MG,Oliveira Fortes
2929909,0.635,44091,BA,Seabra
2208403,0.635,63742,PI,Piripiri
2613602,0.635,33951,PE,São José do Egito
2614501,0.635,65089,PE,Surubim
3134103,0.635,6051,MG,Itueta
3140530,0.635,8417,MG,Martins Soares
4104428,0.635,15979,PR,Candói
4104451,0.635,13317,PR,Cantagalo
3116159,0.635,13680,MG,Chapada Gaúcha
1507979,0.635,18769,PA,Terra Santa
2411205,0.635,39674,RN,Santa Cruz
2310951,0.591,10951,CE,Pires Ferreira
2403707,0.636,5985,RN,Felipe Guerra
3145406,0.636,1747,MG,Olaria
4107546,0.636,4117,PR,Espigão Alto do Iguaçu
3123106,0.636,5169,MG,Dores de Guanhães
4216800,0.636,8295,SC,São José do Cerrito
4127601,0.636,16868,PR,Tijucas do Sul
2516904,0.636,15242,PB,Uiraúna
2926103,0.636,14396,BA,Retirolândia
2913200,0.636,26927,BA,Ibotirama
3165503,0.636,6300,MG,Sardoá
1700400,0.636,7055,TO,Almas
1502772,0.636,17929,PA,Curionópolis
5106182,0.636,6640,MT,Nova Lacerda
2311009,0.581,12336,CE,Poranga
2311108,0.622,14996,CE,Porteiras
3108107,0.637,6868,MG,Bonfim
4304622,0.637,1654,RS,Capão Bonito do Sul
3149408,0.637,1807,MG,Pedro Teixeira
3145851,0.637,4655,MG,Oratórios
2905008,0.637,23170,BA,Caculé
5209408,0.637,3893,GO,Guarani de Goiás
3157302,0.637,4430,MG,Santa Bárbara do Tugúrio
3202652,0.637,13377,ES,Irupi
4304663,0.637,25354,RS,Capão do Leão
2916005,0.637,19405,BA,Itanhém
3148301,0.637,9571,MG,Paula Cândido
4111258,0.637,28634,PR,Itaperuçu
4124707,0.637,11170,PR,São Jerônimo da Serra
3136405,0.637,4695,MG,Joaquim Felício
2933000,0.637,28473,BA,Valente
1720002,0.637,2529,TO,Santa Terezinha do Tocantins
2108603,0.637,83387,MA,Pinheiro
1300144,0.637,21973,AM,Apuí
2806602,0.637,12102,SE,Santo Amaro das Brotas
2311207,0.562,11045,CE,Potengi
2311231,0.604,6419,CE,Potiretama
4106555,0.638,3219,PR,Corumbataí do Sul
3170305,0.638,2611,MG,Umburatiba
3167509,0.638,2615,MG,Simão Pereira
2402303,0.638,20493,RN,Caraúbas
3160959,0.638,5644,MG,São Domingos das Dores
3113503,0.638,9405,MG,Carbonita
5106109,0.638,13216,MT,Nossa Senhora do Livramento
4309951,0.638,4013,RS,Ibirapuitã
3162807,0.638,15774,MG,São João Evangelista
3156809,0.638,15470,MG,Sabinópolis
2404200,0.638,26328,RN,Goianinha
3142304,0.638,4919,MG,Moeda
4323101,0.638,4670,RS,Vicente Dutra
2706307,0.638,73218,AL,Palmeira dos Índios
1703206,0.638,4459,TO,Bernardo Sayão
3135050,0.638,38909,MG,Jaíba
1703057,0.638,3553,TO,Bandeirantes do Tocantins
1101203,0.638,9660,RO,Ministro Andreazza
1506161,0.638,18193,PA,Rio Maria
3161106,0.638,56323,MG,São Francisco
1722081,0.638,11683,TO,Wanderlândia
5100508,0.638,11356,MT,Alto Paraguai
2311264,0.594,21084,CE,Quiterianópolis
2311306,0.659,87728,CE,Quixadá
3121407,0.639,7243,MG,Desterro de Entre Rios
3543006,0.639,16444,SP,Ribeirão Branco
2401008,0.639,35845,RN,Apodi
3304755,0.639,42205,RJ,São Francisco de Itabapoana
2200202,0.639,17411,PI,Água Branca
4117800,0.639,13172,PR,Palmital
1304203,0.639,59849,AM,Tefé
5005806,0.639,13930,MS,Nioaque
3150208,0.639,4140,MG,Piedade de Ponte Nova
2610608,0.639,56506,PE,Paudalho
4115101,0.639,10345,PR,Mariluz
3121258,0.639,10533,MG,Delta
2929057,0.639,15391,BA,São Félix do Coribe
5003488,0.639,11385,MS,Dois Irmãos do Buriti
3112703,0.639,15234,MG,Capitão Enéas
1715101,0.639,4342,TO,Novo Acordo
2929008,0.639,14740,BA,São Félix
1712454,0.639,3108,TO,Luzinópolis
1701903,0.639,7086,TO,Araguacema
2311355,0.591,16178,CE,Quixelô
1400233,0.639,10169,RR,Caroebe
4314175,0.64,1982,RS,Pedras Altas
3125507,0.64,3167,MG,São Gonçalo do Rio Preto
2928950,0.64,9058,BA,São Domingos
2414308,0.64,2414,RN,Timbaúba dos Batistas
2504306,0.64,30546,PB,Catolé do Rocha
4103107,0.64,12944,PR,Bocaiúva do Sul
4122172,0.64,4096,PR,Rio Branco do Ivaí
2616407,0.64,138757,PE,Vitória de Santo Antão
3138906,0.64,7111,MG,Machacalis
3158201,0.64,14615,MG,Santa Maria do Suaçuí
3162575,0.64,5859,MG,São João do Manteninha
2407104,0.64,80792,RN,Macaíba
1200450,0.64,23024,AC,Senador Guiomard
3126208,0.64,9562,MG,Formoso
1703883,0.64,2580,TO,Carmolândia
1503606,0.64,101247,PA,Itaituba
1502707,0.64,47864,PA,Conceição do Araguaia
5107578,0.64,4001,MT,Rondolândia
1600535,0.64,21971,AP,Porto Grande
3164209,0.64,12337,MG,São Romão
2311405,0.642,81082,CE,Quixeramobim
1101476,0.641,2856,RO,Primavera de Rondônia
3102506,0.641,4713,MG,Amparo do Serra
4203402,0.641,7016,SC,Campo Belo do Sul
3505401,0.641,7659,SP,Barra do Turvo
2506202,0.641,2989,PB,Frei Martinho
2504850,0.641,1921,PB,Coxixola
2514909,0.641,7724,PB,São Mamede
4108650,0.641,7111,PR,Goioxim
1100015,0.641,22945,RO,Alta Floresta D'Oeste
3145059,0.641,7500,MG,Nova Porteirinha
2101103,0.641,12130,MA,Axixá
2922508,0.641,28525,BA,Nazaré
2615003,0.641,28775,PE,Taquaritinga do Norte
3132107,0.641,18153,MG,Itacarambi
2105500,0.641,23632,MA,João Lisboa
2311504,0.622,22149,CE,Quixeré
3147501,0.642,1649,MG,Passabém
2704708,0.642,51901,AL,Marechal Deodoro
2508802,0.642,5759,PB,Malta
2411429,0.642,2680,RN,Santana do Seridó
4319737,0.642,2727,RS,São Valério do Sul
2403806,0.642,9116,RN,Florânia
2802908,0.642,95427,SE,Itabaiana
5007554,0.642,7851,MS,Santa Rita do Pardo
3139300,0.642,18407,MG,Manga
2413003,0.642,6424,RN,São Vicente
2202901,0.642,26644,PI,Corrente
4117057,0.642,11554,PR,Nova Laranjeiras
3101706,0.642,41896,MG,Almenara
2601607,0.642,20729,PE,Belém do São Francisco
3118809,0.642,26602,MG,Coração de Jesus
1703107,0.642,5632,TO,Barrolândia
1600105,0.642,9109,AP,Amapá
2803609,0.642,29826,SE,Laranjeiras
1500503,0.642,34109,PA,Almeirim
1703008,0.642,10664,TO,Babaçulândia
2311603,0.626,29053,CE,Redenção
2923506,0.643,9019,BA,Palmeiras
2707701,0.643,75120,AL,Rio Largo
3167004,0.643,1963,MG,Serranos
1714302,0.643,3898,TO,Nazaré
1101559,0.643,4308,RO,Teixeirópolis
2911600,0.643,20722,BA,Governador Mangabeira
3104403,0.643,2727,MG,Argirita
3135605,0.643,7531,MG,Jequitaí
5214838,0.643,12869,GO,Nova Crixás
1720499,0.643,3960,TO,São Valério
4211058,0.643,9866,SC,Monte Carlo
1100262,0.643,3764,RO,Rio Crespo
1100346,0.643,14411,RO,Alvorada D'Oeste
1101302,0.643,10947,RO,Mirante da Serra
4311254,0.643,6452,RS,Lagoão
4309654,0.643,6776,RS,Hulha Negra
5000906,0.643,8956,MS,Antônio João
1100148,0.643,20474,RO,Nova Brasilândia D'Oeste
2801504,0.643,16634,SE,Carmópolis
1600204,0.643,11117,AP,Calçoene
3163805,0.644,6938,MG,São Miguel do Anta
3165701,0.644,7812,MG,Senador Firmino
3144003,0.644,26979,MG,Mutum
4306056,0.644,8009,RS,Cristal
1706258,0.644,1722,TO,Crixás do Tocantins
4107157,0.644,5253,PR,Diamante D'Oeste
2407609,0.644,4601,RN,Messias Targino
5209903,0.644,13947,GO,Iaciara
3123700,0.644,11134,MG,Engenheiro Caldas
1301902,0.644,101337,AM,Itacoatiara
2311702,0.601,18491,CE,Reriutaba
2311801,0.674,78194,CE,Russas
3168051,0.645,3110,MG,Taparuba
4114351,0.645,2571,PR,Manfrinópolis
4108452,0.645,4650,PR,Foz do Jordão
3103009,0.645,9318,MG,Antônio Dias
3203700,0.645,17465,ES,Muniz Freire
4107736,0.645,5646,PR,Fernandes Pinheiro
2414209,0.645,14180,RN,Tibau do Sul
2210003,0.645,20601,PI,São João do Piauí
2408508,0.645,4812,RN,Ouro Branco
4319208,0.645,5265,RS,São Nicolau
2608057,0.645,14796,PE,Jatobá
5220686,0.645,6856,GO,Simolândia
3123528,0.645,7841,MG,Durandé
3107208,0.645,5090,MG,Bocaina de Minas
2802502,0.645,3346,SE,General Maynard
3100906,0.645,19207,MG,Águas Formosas
5105507,0.645,16128,MT,Vila Bela da Santíssima Trindade
1718006,0.645,3139,TO,Porto Alegre do Tocantins
1505502,0.645,113145,PA,Paragominas
2933208,0.645,43223,BA,Vera Cruz
2311900,0.575,15819,CE,Saboeiro
2406908,0.646,3996,RN,Lucrécia
3114808,0.646,4478,MG,Carvalhos
3150604,0.646,6409,MG,Piracema
4322525,0.646,3497,RS,Vale Verde
3101805,0.646,7424,MG,Alpercata
3132503,0.646,34735,MG,Itamarandiba
2928604,0.646,60069,BA,Santo Amaro
3138658,0.646,9661,MG,Lontra
3305307,0.646,9357,RJ,São Sebastião do Alto
3125804,0.646,3431,MG,Fernandes Tourinho
2311959,0.54,16554,CE,Salitre
1100320,0.646,23005,RO,São Miguel do Guaporé
1508407,0.646,44751,PA,Xinguara
1100601,0.646,6230,RO,Cacaulândia
2312205,0.616,43703,CE,Santa Quitéria
3159100,0.647,3777,MG,Santana dos Montes
3143807,0.647,6029,MG,Munhoz
2211308,0.647,20918,PI,Valença do Piauí
3158805,0.647,4821,MG,Santana do Jacaré
3127370,0.647,3353,MG,Goiabeira
4202438,0.647,3474,SC,Bocaina do Sul
3202454,0.647,26082,ES,Ibatiba
2904902,0.647,33470,BA,Cachoeira
5222203,0.647,6171,GO,Vila Boa
1506203,0.647,40675,PA,Salinópolis
2802106,0.647,69184,SE,Estância
1303536,0.647,36279,AM,Presidente Figueiredo
5002803,0.647,6116,MS,Caracol
2312007,0.587,32452,CE,Santana do Acaraú
3147808,0.648,2039,MG,Passa Vinte
3112208,0.648,4653,MG,Capela Nova
4306379,0.648,3014,RS,Dilermando de Aguiar
3143609,0.648,2462,MG,Morro da Garça
3113701,0.648,18837,MG,Carlos Chagas
3158003,0.648,10847,MG,Santa Maria de Itabira
3162609,0.648,7498,MG,São João do Oriente
3155306,0.648,5832,MG,Rio Manso
3125705,0.648,15336,MG,Felixlândia
3109451,0.648,6949,MG,Cabeceira Grande
3301157,0.648,12823,RJ,Cardoso Moreira
3126901,0.648,9611,MG,Frei Inocêncio
4121752,0.648,8010,PR,Reserva do Iguaçu
2612505,0.648,107937,PE,Santa Cruz do Capibaribe
1701051,0.648,3433,TO,Angico
2312106,0.612,17700,CE,Santana do Cariri
5006259,0.649,3814,MS,Novo Horizonte do Sul
3111705,0.649,4563,MG,Canaã
5106281,0.649,5074,MT,Novo São Joaquim
3101300,0.649,2674,MG,Alagoa
4322376,0.649,2338,RS,Unistalda
4305124,0.649,6091,RS,Cerrito
3105509,0.649,5397,MG,Barão de Monte Alto
4311734,0.649,2981,RS,Mampituba
1101484,0.649,5172,RO,São Felipe D'Oeste
2502151,0.649,7051,PB,Boa Vista
2917508,0.649,80518,BA,Jacobina
5212055,0.649,2490,GO,Jesúpolis
2700300,0.649,231747,AL,Arapiraca
2800605,0.649,30407,SE,Barra dos Coqueiros
4209706,0.649,12107,SC,Lebon Régis
2501807,0.649,96880,PB,Bayeux
2112209,0.649,169107,MA,Timon
1100809,0.649,26693,RO,Candeias do Jamari
5106422,0.649,34976,MT,Peixoto de Azevedo
1400605,0.649,7986,RR,São Luiz
4314464,0.65,1941,RS,Pinhal da Serra
3140407,0.65,2755,MG,Marmelópolis
3142502,0.65,2220,MG,Monjolos
5207535,0.65,6627,GO,Faina
1100031,0.65,5312,RO,Cabixi
3113800,0.65,2632,MG,Carmésia
4312377,0.65,3226,RS,Monte Alegre dos Campos
3111903,0.65,5603,MG,Cana Verde
4304507,0.65,56045,RS,Canguçu
3154903,0.65,13564,MG,Rio Casca
2204501,0.65,10499,PI,Guadalupe
3133204,0.65,12228,MG,Itanhomi
5107701,0.65,17151,MT,Rosário Oeste
1711100,0.65,2427,TO,Itaporã do Tocantins
3162559,0.65,11559,MG,São João do Manhuaçu
4302006,0.65,11199,RS,Barros Cassal
4128534,0.65,11892,PR,Ventania
1400456,0.65,17401,RR,Pacaraima
1717503,0.65,7654,TO,Pium
3127339,0.65,5109,MG,Gameleiras
5106158,0.65,15288,MT,Nova Bandeirantes
4117271,0.651,5649,PR,Nova Tebas
3120607,0.651,5034,MG,Crucilândia
3168309,0.651,4077,MG,Taquaraçu de Minas
3171709,0.651,8674,MG,Virgínia
5106208,0.651,3829,MT,Nova Brasilândia
3158607,0.651,3976,MG,Santana do Deserto
4318457,0.651,2537,RS,São José das Missões
3130200,0.651,10860,MG,Igaratinga
2606200,0.651,79758,PE,Goiana
3532827,0.651,9755,SP,Nova Campina
5219902,0.651,6264,GO,São Francisco de Goiás
5007976,0.651,3588,MS,Taquarussu
3152204,0.651,37906,MG,Porteirinha
5007505,0.651,5499,MS,Rochedo
4111407,0.651,13879,PR,Ivaí
1702406,0.651,10567,TO,Arraias
3149952,0.651,6810,MG,Periquito
3166709,0.651,8699,MG,Serra dos Aimorés
3161502,0.651,12366,MG,São Geraldo
5215603,0.651,33835,GO,Padre Bernardo
1718899,0.651,2365,TO,Santa Rita do Tocantins
1701101,0.651,4795,TO,Aparecida do Rio Negro
2101202,0.651,104949,MA,Bacabal
5100359,0.651,6822,MT,Alto Boa Vista
2312304,0.611,47903,CE,São Benedito
5209457,0.652,1794,GO,Guarinos
3167301,0.652,2261,MG,Silveirânia
4320453,0.652,1962,RS,Sério
3114907,0.652,2257,MG,Casa Grande
4319125,0.652,3234,RS,São Martinho da Serra
3128501,0.652,3796,MG,Guarará
3200169,0.652,11019,ES,Água Doce do Norte
5106505,0.652,32843,MT,Poconé
3305133,0.652,7171,RJ,São José de Ubá
4110508,0.652,15172,PR,Ipiranga
2609402,0.652,62784,PE,Moreno
4309753,0.652,4406,RS,Ibarama
4304713,0.652,8270,RS,Caraá
4115754,0.652,10601,PR,Mauá da Serra
5106828,0.652,12017,MT,Porto Esperidião
4108502,0.652,13710,PR,General Carneiro
1100924,0.652,11182,RO,Chupinguaia
2102556,0.652,14374,MA,Campestre do Maranhão
2312403,0.665,48422,CE,São Gonçalo do Amarante
2312502,0.654,7645,CE,São João do Jaguaribe
3107901,0.653,10547,MG,Bom Repouso
3156106,0.653,4604,MG,Ritápolis
4123105,0.653,3324,PR,Santa Amélia
5204607,0.653,3630,GO,Campestre de Goiás
3162302,0.653,2749,MG,São João da Mata
5208301,0.653,4804,GO,Divinópolis de Goiás
4215059,0.653,2483,SC,Rio Rufino
3112307,0.653,37784,MG,Capelinha
5221452,0.653,3500,GO,Trombas
3131802,0.653,11512,MG,Itabirinha
2613701,0.653,113230,PE,São Lourenço da Mata
2607604,0.653,26258,PE,Ilha de Itamaracá
5106315,0.653,2640,MT,Novo Santo Antônio
2109106,0.653,47804,MA,Presidente Dutra
1200252,0.653,18411,AC,Epitaciolândia
5204953,0.654,2141,GO,Campos Verdes
4203253,0.654,2525,SC,Capão Alto
3165560,0.654,2633,MG,Sem-Peixe
3202801,0.654,34348,ES,Itapemirim
3202009,0.654,6749,ES,Dores do Rio Preto
5206701,0.654,3311,GO,Damianópolis
4306353,0.654,2427,RS,Dezesseis de Novembro
2403004,0.654,7998,RN,Cruzeta
4215356,0.654,3781,SC,Saltinho
3305604,0.654,21774,RJ,Silva Jardim
3100302,0.654,13454,MG,Abre Campo
2410603,0.654,3201,RN,Rafael Godeiro
5218102,0.654,4011,GO,Portelândia
3129301,0.654,11004,MG,Iapu
4119301,0.654,32391,PR,Pinhão
3305752,0.654,34309,RJ,Tanguá
3127305,0.654,6817,MG,Galiléia
1720978,0.654,2793,TO,Talismã
2927705,0.654,27778,BA,Santa Cruz Cabrália
1302009,0.654,9148,AM,Itapiranga
3126703,0.654,26277,MG,Francisco Sá
3204054,0.654,26184,ES,Pedro Canário
5004502,0.654,24839,MS,Itaporã
2923001,0.654,43376,BA,Nova Viçosa
2312601,0.62,13000,CE,São Luís do Curu
3149002,0.655,2504,MG,Pedra Dourada
3137908,0.655,3391,MG,Lamim
3106408,0.655,7715,MG,Belo Vale
4323754,0.655,3133,RS,Vitória das Missões
3116001,0.655,5704,MG,Chalé
3127206,0.655,4349,MG,Funilândia
4311759,0.655,7299,RS,Manoel Viana
2412104,0.655,6193,RN,São João do Sabugi
3154002,0.655,23762,MG,Raul Soares
4103040,0.655,6387,PR,Boa Ventura de São Roque
5214879,0.655,2929,GO,Nova Iguaçu de Goiás
3113909,0.655,12170,MG,Carmo da Cachoeira
3123809,0.655,7242,MG,Engenheiro Navarro
4114302,0.655,26869,PR,Mandirituba
3532306,0.655,6661,SP,Natividade da Serra
4126207,0.655,6736,PR,Sapopema
1502202,0.655,69027,PA,Capanema
5108105,0.655,3805,MT,Tesouro
5107792,0.655,5174,MT,Santo Antônio do Leste
5203104,0.655,5138,GO,Baliza
1400506,0.655,8201,RR,São João da Baliza
2312700,0.619,25496,CE,Senador Pompeu
3203163,0.656,10947,ES,Laranja da Terra
4111308,0.656,2865,PR,Itaúna do Sul
5106455,0.656,2662,MT,Planalto da Serra
5107800,0.656,16628,MT,Santo Antônio do Leverger
4315552,0.656,2752,RS,Rio dos Índios
4321352,0.656,5481,RS,Tavares
4101309,0.656,7434,PR,Antônio Olinto
3201159,0.656,12404,ES,Brejetuba
2904605,0.656,67195,BA,Brumado
4312104,0.656,4823,RS,Mata
3167103,0.656,20966,MG,Serro
3118908,0.656,8890,MG,Cordisburgo
3104809,0.656,4869,MG,Augusto de Lima
2312809,0.603,7623,CE,Senador Sá
3141702,0.656,5605,MG,Mesquita
4107009,0.656,15101,PR,Curiúva
3104502,0.656,17875,MG,Arinos
2202208,0.656,46833,PI,Campo Maior
3108602,0.656,32347,MG,Brasília de Minas
5108352,0.656,3127,MT,Vale de São Domingos
3150000,0.656,4252,MG,Pescador
1600238,0.656,7780,AP,Ferreira Gomes
3204302,0.657,11574,ES,Presidente Kennedy
3542305,0.657,3851,SP,Redenção da Serra
3121902,0.657,3417,MG,Divinésia
3140308,0.657,4039,MG,Marliéria
3129400,0.657,5021,MG,Ibertioga
4301305,0.657,18293,RS,Arroio Grande
3160603,0.657,3087,MG,Santo Hipólito
3129202,0.657,6558,MG,Heliodora
4210704,0.657,2520,SC,Matos Costa
4310553,0.657,3465,RS,Itacurubi
5205513,0.657,20240,GO,Cocalzinho de Goiás
4306908,0.657,25877,RS,Encruzilhada do Sul
2600104,0.657,37259,PE,Afogados da Ingazeira
3163607,0.657,2791,MG,São José do Mantimento
3203304,0.657,15350,ES,Mantenópolis
2312908,0.714,208935,CE,Sobral
5107354,0.657,5595,MT,São José do Xingu
4322152,0.657,4569,RS,Tunas
2929503,0.657,44300,BA,São Sebastião do Passé
1100106,0.657,46174,RO,Guajará-Mirim
4205175,0.657,3203,SC,Entre Rios
1700301,0.657,6733,TO,Aguiarnópolis
4116802,0.658,5302,PR,Nova Cantu
1100908,0.658,3052,RO,Castanheiras
3135902,0.658,4787,MG,Jesuânia
4310850,0.658,3810,RS,Jaboticaba
3141900,0.658,3894,MG,Minduri
4108700,0.658,5618,PR,Grandes Rios
3109105,0.658,11001,MG,Bueno Brandão
5205521,0.658,3382,GO,Colinas do Sul
5215256,0.658,4495,GO,Novo Planalto
4314605,0.658,20663,RS,Piratini
3130903,0.658,24140,MG,Inhapim
3163300,0.658,3860,MG,São José do Divino
3135209,0.658,67742,MG,Januária
1303403,0.658,114273,AM,Parintins
5008008,0.658,21806,MS,Terenos
1703909,0.658,5369,TO,Caseara
1600501,0.658,27270,AP,Oiapoque
2313005,0.625,18324,CE,Solonópole
1708254,0.659,2589,TO,Tabocão
5212303,0.659,7647,GO,Leopoldo de Bulhões
1718840,0.659,3375,TO,Sandolândia
5208152,0.659,3818,GO,Gameleira de Goiás
3120102,0.659,4410,MG,Couto de Magalhães de Minas
3164001,0.659,7781,MG,São Pedro dos Ferros
4212270,0.659,4147,SC,Passos Maia
3142908,0.659,20854,MG,Monte Azul
3301603,0.659,11492,RJ,Duas Barras
4320263,0.659,7421,RS,Segredo
3306156,0.659,11000,RJ,Varre-Sai
2402402,0.659,8180,RN,Carnaúba dos Dantas
5218300,0.659,36900,GO,Posse
1506500,0.659,70801,PA,Santa Izabel do Pará
2917706,0.659,33570,BA,Jaguarari
